순서,설치기관명,설치기관 주소,관할보건소,설치장소 주소,설치위치
1245,신덕보건진료소,"전라북도 임실군 신덕면 불재로 336, 신덕보건진료소",임실군보건의료원,전라북도 임실군 신덕면 신덕리 불재로 336,대기실
1246,신덕보건지소,"전라북도 임실군 신덕면 수지로 102, 신덕보건지소",임실군보건의료원,"전라북도 임실군 신덕면 수지로 102, 신덕보건지소",대기실
1247,신덕면사무소,"전라북도 임실군 신덕면 수지로 94, 신덕면사무소",임실군보건의료원,"전라북도 임실군 신덕면 수지로 94, 신덕면사무소",민원실 출입문 옆
1248,지장보건진료소,"전라북도 임실군 신덕면 지장1길 12, 지장보건진료소",임실군보건의료원,전라북도 임실군 신덕면 지장 1길 12,대기실
1249,신평면사무소,"전라북도 임실군 신평면 석등슬치로 369, 신평면사무소",임실군보건의료원,전라북도 임실군 신평면 석등슬치로 369,민원실
1250,신평보건지소,"전라북도 임실군 신평면 석등슬치로 369, 신평면사무소",임실군보건의료원,"전라북도 임실군 신평면 석등슬치로 339, 신평보건지소",대기실
1251,북창보건진료소,"전라북도 임실군 신평면 용암2길 5, 북창보건진료소",임실군보건의료원,전라북도 임실군 신평면 용암리 2길 5,대기실
1252,둔기보건진료소,"전라북도 임실군 오수면 둔기길 42, 둔기 보건 진료소",임실군보건의료원,"전라북도 임실군 오수면 둔기길 42, 둔기 보건 진료소",진료실
1253,둔기보건진료소,"전라북도 임실군 오수면 둔기길 42, 둔기 보건 진료소",임실군보건의료원,전라북도 임실군 오수면 둔기길 42,대기실
1254,둔덕보건진료소,"전라북도 임실군 오수면 둔덕2길 48, 둔덕보건 진료소",임실군보건의료원,전라북도 임실군 오수면 둔덕 2길 48,대기실
1255,봉천보건진료소,"전라북도 임실군 오수면 봉천1길 7, 봉천 보건진료소",임실군보건의료원,전라북도 임실군 오수면 봉천 1길 7,대기실
1256,오수면사무소,"전라북도 임실군 오수면 삼일로 27, 오수면 사무소",임실군보건의료원,전라북도 임실군 오수면 삼일로 27,민원실
1257,오수(순천방향)휴게소,"전라북도 임실군 오수면 순천완주고속도로 73, 오수(광양)휴게소",임실군보건의료원,"전라북도 임실군 오수면 순천완주고속도로 73, 오수(광양)휴게소",휴게소
1258,오수(완주방향)휴게소,"전라북도 임실군 오수면 순천완주고속도로 74, 오수(전주)휴게소",임실군보건의료원,"전라북도 임실군 오수면 순천완주고속도로 74, 오수(전주)휴게소",휴게소
1259,오수보건지소,전라북도 임실군 오수면 오수4길 9-3,임실군보건의료원,전라북도 임실군 오수면 오수4길,대기실
1260,하운암보건진료소,"전라북도 임실군 운암면 강운로 991-31, 하운암보건 진료소",임실군보건의료원,전라북도 임실군 운암면 강운로 991-31,대기실
1261,운암보건지소,"전라북도 임실군 운암면 상운길 26, 운암면사무소",임실군보건의료원,전라북도 임실군 운암면 임운로 1886,대기실
1262,선거보건진료소,"전라북도 임실군 운암면 선거1길 33-6, 선거보건진료소",임실군보건의료원,"전라북도 임실군 운암면 선거1길 33-6, 선거보건진료소",대기실 중앙 비치
1263,선거보건진료소,"전라북도 임실군 운암면 선거1길 33-6, 선거보건진료소",임실군보건의료원,전라북도 임실군 운암면 선거리 290,대기실
1264,운암면사무소,"전라북도 임실군 운암면 임운로 1884, 운암면사무소",임실군보건의료원,"전라북도 임실군 운암면 임운로 1884, 운암면사무소",입구 오른쪽
1265,운암면사무소,"전라북도 임실군 운암면 임운로 1884, 운암면사무소",임실군보건의료원,전라북도 임실군 운암면 임운로 1884,민원실
1266,학암보건진료소,"전라북도 임실군 운암면 학암2길 28, 학암보건진료소",임실군보건의료원,전라북도 임실군 운암면 학암 2길 28,대기실
1267,임실읍사무소,전라북도 임실군 임실읍 봉황로 144,임실군보건의료원,전라북도 임실군 임실읍 봉황로 144,민원실
1268,임실군청민원실,전라북도 임실군 임실읍 수정로 30,임실군보건의료원,전라북도 임실군 임실읍 임실군청,임실군청 민원실
1269,신안보건진료소,"전라북도 임실군 임실읍 신안2길 42-3, 신안보건진료소",임실군보건의료원,"전라북도 임실군 임실읍 신안2길 42-3, 신안보건진료소",신안보건진료소
1270,이루의료재단임실병원,전라북도 임실군 임실읍 운수로 15,임실군보건의료원,전라북도 임실군 임실읍 운수로 15,대기실
1271,임실이도주공아파트관리사무소,전라북도 임실군 임실읍 운수로 33-17 (임실이도주공아파트),임실군보건의료원,전라북도 임실군 임실읍 운수로 33-17 (임실이도주공아파트),관리사무소
1272,공공관리시설사업소,전라북도 임실군 임실읍 호국로 1640,임실군보건의료원,전라북도 임실군 임실읍 호국로 1640,관리사무실
1273,임실군보건의료원,"전라북도 임실군 임실읍 호국로 1680, 임실군 보건의료원",임실군보건의료원,"전라북도 임실군 임실읍 호국로 1680, 임실군 보건의료원",응급실
1274,원산보건진료소,"전라북도 임실군 지사면 원산3길 18-1, 원산보건진료소",임실군보건의료원,전라북도 임실군 지사면 원산리 282,대기실
1275,지사면사무소,"전라북도 임실군 지사면 충효로 2437, 임실군지사면사무실",임실군보건의료원,전라북도 임실군 지사면 충효로 2437,지사면사무소
1276,지사보건지소,"전라북도 임실군 지사면 충효로 2451-5, 지사 보건지소",임실군보건의료원,전라북도 임실군 지사면 충효로 2451-5,대기실
1277,청웅보건지소,"전라북도 임실군 청웅면 청웅로 143, 청웅보건지소",임실군보건의료원,전라북도 임실군 청웅면 구고리 223-6,내과진료실
1278,청웅면사무소,전라북도 임실군 청웅면 청웅로 153,임실군보건의료원,전라북도 임실군 청웅면 청웅로 153,청사안 정문 오른쪽
1279,전주완산소방서,"전라북도 전주시 완산구 거마평로 73, 전주완산소방서 (효자동1가)",임실군보건의료원,"전라북도 전주시 완산구 거마평로 73, 전주완산소방서 (효자동1가)",전주완산소방서 임실센터
1280,전주완산소방서,전라북도 전주시 완산구 효자동1가 670,임실군보건의료원,전라북도 임실군 임실읍 이도리 253-8,구급차 내
1281,전주완산소방서,전라북도 전주시 완산구 효자동1가 670,임실군보건의료원,전라북도 임실군 임실읍 이도리 253-8,구급차 내
1282,전주완산소방서,전라북도 전주시 완산구 효자동1가 670,임실군보건의료원,전라북도 임실군 신덕면 수천리 503-4,구급차 내
1283,계남면분회경노당,"전라북도 장수군 계남면 유천길 5, 계남복지회관",장수군보건의료원,"전라북도 장수군 계남면 유천길 5, 계남복지회관",유천길 5
1284,계남보건지소,"전라북도 장수군 계남면 장안산로 11, 계남면보건지소",장수군보건의료원,"전라북도 장수군 계남면 장안산로 11, 계남면보건지소",진료실
1285,궁양보건진료소,"전라북도 장수군 계남면 장안산로 321, 궁평보건진료소",장수군보건의료원,"전라북도 장수군 계남면 장안산로 321, 궁평보건진료소",진료대기실
1286,양악보건진료소,"전라북도 장수군 계북면 양악길 83, 양익보건진료소",장수군보건의료원,"전라북도 장수군 계북면 양악길 83, 양익보건진료소",진료소내
1287,계북면분회경노당,"전라북도 장수군 계북면 장무로 962-3, 계북경노당",장수군보건의료원,"전라북도 장수군 계북면 장무로 962-3, 계북경노당",계북면분회경노당
1288,계북보건지소,"전라북도 장수군 계북면 장무로 962-4, 계북면보건지소",장수군보건의료원,"전라북도 장수군 계북면 장무로 962-4, 계북면보건지소",진료실
1289,덕유산(하)휴게소,"전라북도 장수군 계북면 통영대전고속도로 147, 덕유산휴게소",장수군보건의료원,"전라북도 장수군 계북면 통영대전고속도로 147, 덕유산휴게소",덕유산(하)휴게소
1290,산림문화관광과(방화동휴가촌),전라북도 장수군 번암면 방화동로 778,장수군보건의료원,전라북도 장수군 번암면 방화동로 778,방화동휴가촌
1291,국포보건진료소,"전라북도 장수군 번암면 장수로 1000, 국포보건진료소",장수군보건의료원,"전라북도 장수군 번암면 장수로 1000, 국포보건진료소",진료대기실
1292,번암분회경노당,"전라북도 장수군 번암면 장수로 480, 번암종합복지관",장수군보건의료원,"전라북도 장수군 번암면 장수로 480, 번암종합복지관",번암면주민자치센터
1293,동화보건진료소,"전라북도 장수군 번암면 지지로 619, 동화보건진료소",장수군보건의료원,"전라북도 장수군 번암면 지지로 619, 동화보건진료소",진료소내
1294,번암보건지소,"전라북도 장수군 번암면 지지로 62, 번암면보건지소",장수군보건의료원,"전라북도 장수군 번암면 지지로 62, 번암면보건지소",진료실
1295,산서분회경노당,"전라북도 장수군 산서면 보산로 1853-3, 산서대표경로당",장수군보건의료원,"전라북도 장수군 산서면 보산로 1853-3, 산서대표경로당",산서분회경노당
1296,산서보건지소,"전라북도 장수군 산서면 비행로 39-3, 산서면보건지소",장수군보건의료원,"전라북도 장수군 산서면 비행로 39-3, 산서면보건지소",진료실
1297,계월보건진료소,전라북도 장수군 산서면 서원길 26-7,장수군보건의료원,"전라북도 장수군 산서면 신등길 27-7, 하월보건진료소",진료대기실
1298,마하보건진료소,"전라북도 장수군 산서면 평촌길 6, 마하보건진료소",장수군보건의료원,"전라북도 장수군 산서면 평촌길 6, 마하보건진료소",진료대기실
1299,명덕보건진료소,"전라북도 장수군 장계면 명덕길 11-3, 명덕보건진료소",장수군보건의료원,"전라북도 장수군 장계면 명덕길 11-3, 명덕보건진료소",진료대기실
1300,장계면분회경노당,"전라북도 장수군 장계면 백화로 60, 장계문예복지관",장수군보건의료원,"전라북도 장수군 장계면 백화로 60, 장계문예복지관",장계문예복지관
1301,무진장소방서(장계119안전센터),"전라북도 장수군 장계면 육십령로 136, 무진장소방서",장수군보건의료원,"전라북도 장수군 장계면 육십령로 136, 장계119안전센터",구급차내(장계)
1302,무진장소방서(진안119안전센터),"전라북도 장수군 장계면 육십령로 136, 무진장소방서",장수군보건의료원,"전라북도 진안군 진안읍 진무로 1179, 진안119안전센터",구급차내
1303,무진장소방서(장계119안전센터),"전라북도 장수군 장계면 육십령로 136, 무진장소방서",장수군보건의료원,"전라북도 무주군 안성면 단지봉길 9, 장계119안전센터(안성지역대)",구급차내(안성)
1304,무진장소방서(장수119안전센터),"전라북도 장수군 장계면 육십령로 136, 무진장소방서",장수군보건의료원,"전라북도 장수군 장수읍 호비로 42, 장수119안전센터",구급차내
1305,무진장소방서(무주119안전센터),"전라북도 장수군 장계면 육십령로 136, 무진장소방서",장수군보건의료원,"전라북도 무주군 설천면 구천동1로 54, 무주119안전센터(구천동지역대)",구급차내
1306,무진장소방서(장수119안전센터),"전라북도 장수군 장계면 육십령로 136, 무진장소방서",장수군보건의료원,"전라북도 장수군 산서면 비행로 39-2, 장수119안전센터(산서지역대)",구급차내
