"본부명","지사명","표준시설코드","시설명","대피소명","소재지","전화번호","수용가능인원"
"전북","전주.완주.임실","4571010154","대아","미산초등학교","전라북도 전주시 덕진구 전미동2가","063-253-7374","140"
"전북","전주.완주.임실","4571010154","대아","용봉초등학교 체육관","전라북도 완주군 봉동읍 구만리","063-243-2102","124"
"전북","전주.완주.임실","4571010154","대아","청완초등학교","전라북도 완주군 봉동읍 구미리","063-262-9205","243"
"전북","전주.완주.임실","4571010154","대아","구미교회","전라북도 완주군 봉동읍 구미리","063-261-2465","50"
"전북","전주.완주.임실","4571010154","대아","배월교회","전라북도 완주군 봉동읍 용암리","063-261-2103","50"
"전북","전주.완주.임실","4571010154","대아","하이트맥주","전라북도 완주군 용진면 신지리","063-240-1111","100"
"전북","전주.완주.임실","4571010154","대아","은하교회","전라북도 완주군 봉동읍 은하리","063-261-2469","50"
"전북","전주.완주.임실","4571010154","대아","봉동초교 양화분교","전라북도 완주군 고산면 양야리","063-261-3302","60"
"전북","전주.완주.임실","4571010154","대아","고산서초등학교","전라북도 완주군 고산면 어우리","063-263-8897","260"
"전북","전주.완주.임실","4571010154","대아","삼기초등학교","전라북도 익산시 삼기면 간촌리","063-858-7283","120"
"전북","전주.완주.임실","4571010154","대아","국제어린이 재활원","전라북도 완주군 고산면 삼기리","063-262-4353","50"
"전북","전주.완주.임실","4571010154","대아","대아댐 관리사무소","전라북도 완주군 동상면 대아리","063-263-0415","50"
"전북","전주.완주.임실","4571010154","대아","전주시보건소","전라북도 전주시 완산구 고사동","063-281-6200","0"
"전북","전주.완주.임실","4571010154","대아","용진중학교","전라북도 완주군 용진면 상운리","063-243-7006","180"
"전북","전주.완주.임실","4571010154","대아","초포초등학교","전라북도 전주시 덕진구 호성동1가","063-253-8152","180"
"전북","전주.완주.임실","4571010154","대아","팔복초등학교","전라북도 전주시 덕진구 동산동","063-211-4495","210"
"전북","전주.완주.임실","4571010154","대아","우석고등학교","전라북도 전주시 덕진구 동산동","063-211-0992","900"
"전북","전주.완주.임실","4571010154","대아","용덕초등학교","전라북도 전주시 덕진구 용정동","063-211-1626","180"
"전북","전주.완주.임실","4571010154","대아","용동초등학교","전라북도 김제시 용지면 장신리","063-543-2940","180"
"전북","전주.완주.임실","4571010154","대아","부용초등학교","전라북도 김제시 백구면 월봉리","063-542-2038","180"
"전북","전주.완주.임실","4571010154","대아","황강초등학교","전라북도 김제시 공덕면 마현리","063-542-6201","150"
"전북","전주.완주.임실","4571010154","대아","김제여자고등학교","전라북도 김제시 신풍동","063-544-2512","630"
"전북","전주.완주.임실","4571010154","대아","김제중앙초등학교","전라북도 김제시 요촌동","063-546-4851","660"
"전북","전주.완주.임실","4571010154","대아","김제북초등학교","전라북도 김제시 순동","063-547-8924","240"
"전북","전주.완주.임실","4571010154","대아","김제동초등학교","전라북도 김제시 신풍동","063-544-8363","690"
"전북","전주.완주.임실","4571010154","대아","청운초등학교","전라북도 김제시 금구면 청운리","063-546-5177","180"
"전북","전주.완주.임실","4571010154","대아","삼우중학교","전라북도 완주군 이서면 상개리","063-222-7887","210"
"전북","전주.완주.임실","4571010154","대아","진경여자고등학교","전라북도 익산시 황등면","063-856-6032","540"
"전북","전주.완주.임실","4571010154","대아","원광고등학교","전라북도 익산시 부송동","063-832-6613","900"
"전북","전주.완주.임실","4571010154","대아","전북남성중학교","전라북도 익산시 신동","063-841-3818","690"
"전북","전주.완주.임실","4571010154","대아","이리영등중학교","전라북도 익산시 어양동","063-831-0457","780"
"전북","전주.완주.임실","4571010154","대아","원광여자중학교","전라북도 익산시 모현동1가","063-855-1143","660"
"전북","전주.완주.임실","4571010154","대아","이리백제초등학교","전라북도 익산시 영등동","063-831-3477","1140"
"전북","전주.완주.임실","4571010154","대아","전라초등학교","전라북도 전주시 덕진구 인후동1가","063-245-3271","90"
"전북","전주.완주.임실","4571010154","대아","동북초등학교","전라북도 전주시 덕진구 인후동1가","063-275-6211","500"
"전북","전주.완주.임실","4571010154","대아","기린초등학교","전라북도 전주시 덕진구 우아동1가","063-245-5689","200"
"전북","전주.완주.임실","4571010154","대아","기린중학교","전라북도 전주시 덕진구 산정동","063-245-5689","900"
"전북","전주.완주.임실","4571010154","대아","동신초등학교","전라북도 전주시 덕진구 산정동","063-245-1528","400"
"전북","전주.완주.임실","4571010154","대아","남초등학교","전라북도 전주시 완산구 서서학동","063-282-3847","404"
"전북","전주.완주.임실","4571010154","대아","중앙초등학교","전라북도 전주시 완산구 경원동1가","063-284-2521","197"
"전북","전주.완주.임실","4571010154","대아","동초등학교","전라북도 전주시 완산구 중노송동","063-285-7055","570"
"전북","전주.완주.임실","4571010154","대아","덕일초등학교","전라북도 전주시 덕진구 덕진동1가","063-284-5391","100"
"전북","전주.완주.임실","4571010154","대아","전주금암초등학교","전라북도 전주시 덕진구 금암동","063-275-6736","200"
"전북","전주.완주.임실","4571010154","대아","금평초등학교","전라북도 전주시 덕진구 인후동1가","063-246-6844","350"
"전북","전주.완주.임실","4571010154","대아","덕진초등학교","전라북도 전주시 덕진구 덕진동1가","063-251-4530","450"
"전북","전주.완주.임실","4571010154","대아","덕진종합경기장","전라북도 전주시 덕진구 덕진동1가","063-239-2554","1200"
"전북","전주.완주.임실","4571010154","대아","성심여자고등학교","전라북도 전주시 완산구 경원동1가","063-232-2517","600"
"전북","전주.완주.임실","4571010154","대아","풍남초등학교","전라북도 전주시 완산구 중노송동","063-288-5302","200"
"전북","전주.완주.임실","4571010154","대아","곤지중학교","전라북도 전주시 완산구 동완산동","063-282-1741","140"
"전북","전주.완주.임실","4571010154","대아","대성초등학교","전라북도 전주시 완산구 동서학동","063-284-3591","150"
"전북","전주.완주.임실","4571010154","대아","완산중학교","전라북도 전주시 완산구 평화동1가","063-221-9680","700"
"전북","전주.완주.임실","4571010154","대아","효정중학교","전라북도 전주시 완산구 효자동1가","063-231-0406","250"
"전북","전주.완주.임실","4571010154","대아","중인초등학교","전라북도 전주시 완산구 중인동","063-222-5972","200"
"전북","전주.완주.임실","4571010154","대아","완산고등학교","전라북도 전주시 완산구 중인동","063-224-2123","300"
"전북","전주.완주.임실","4571010154","대아","용와초등학교","전라북도 전주시 완산구 중인동","063-237-3142","300"
"전북","전주.완주.임실","4571010154","대아","전주고등학교","전라북도 전주시 완산구 중앙동1가","063-285-0213","400"
"전북","전주.완주.임실","4571010154","대아","예수사랑의 교회","전라북도 전주시 완산구 평화동1가","063-285-2557","50"
"전북","전주.완주.임실","4571010154","대아","신광교회","전라북도 전주시 완산구 경원동1가","063-284-7548","60"
"전북","전주.완주.임실","4571010154","대아","남문교회","전라북도 전주시 완산구 경원동1가","063-286-2311","50"
"전북","전주.완주.임실","4571010154","대아","남성교회","전라북도 전주시 완산구 동서학동","063-286-8283","30"
"전북","전주.완주.임실","4571010154","대아","완산교회","전라북도 전주시 완산구 동완산동","063-282-2535","1000"
"전북","전주.완주.임실","4571010154","대아","바울교회","전라북도 전주시 완산구 동완산동","063-227-7591","500"
"전북","전주.완주.임실","4571010154","대아","예일교회","전라북도 전주시 완산구 평화동1가","063-287-1730","100"
"전북","전주.완주.임실","4571010154","대아","임봉경로당","전라북도 전주시 완산구 중노송동","063-284-0248","100"
"전북","전주.완주.임실","4571010154","대아","천주교평화동성당","전라북도 전주시 완산구 평화동1가","063-232-5005","700"
"전북","전주.완주.임실","4571010154","대아","인동경로당","전라북도 전주시 덕진구 인후동1가","063-285-7191","20"
"전북","전주.완주.임실","4571010154","대아","대왕장미경로당","전라북도 전주시 완산구 삼천동1가","063-904-7706","42"
"전북","전주.완주.임실","4571010154","대아","전주월드컵경기장","전라북도 전주시 덕진구 반월동","063-239-2648","43418"
"전북","전주.완주.임실","4571010154","대아","신천지경로당","전라북도 전주시 완산구 동서학동","063-288-7887","15"
"전북","전주.완주.임실","4571010154","대아","은석마을회관","전라북도 전주시 완산구 색장동","","8"
"전북","전주.완주.임실","4571010154","대아","효자4동주민센터","전라북도 전주시 완산구 효자동2가","063-281-1988","100"
"전북","전주.완주.임실","4571010154","대아","정자마을회관","전라북도 완주군 화산면 화월리","063-261-1121","30"
"전북","전주.완주.임실","4571010154","대아","신공마을회관","전라북도 완주군 화산면 화월리","063-262-4688","30"
"전북","전주.완주.임실","4571010154","대아","신덕마을회관","전라북도 완주군 경천면 용복리","063-261-1488","30"
"전북","전주.완주.임실","4571010154","대아","덕동마을회관","전라북도 완주군 운주면 장선리","063-262-3110","30"
