대피소명,소재지,전화번호,수용가능인원
문평남초등학교,전라남도 나주시 문평면 옥당리,061-336-5014,100
금옥회관,전라남도 나주시 문평면 옥당리,061-336-5500,30
영용회관,전라남도 나주시 다시면 월태리,061-336-3320,30
수동마을회관,전라남도 나주시 문평면 학동리,061-336-9806,30
운암경로당,전라남도 나주시 다시면 가운리,061-355-9226,30
국제기독교수양관,전라남도 나주시 다시면 운봉리,061-335-3198,100
흥산1리새마을회관,경상북도 성주군 대가면 흥산리,,30
초전성모의원,경상북도 성주군 초전면 대장리,054-931-4870,
옥성2리마을회관,경상북도 성주군 대가면 옥성리,054-933-2047,30
매수2리회관,경상북도 성주군 벽진면 매수리,054-932-5427,30
성주소방서,경상북도 성주군 성주읍 삼산리,054-933-5119,182
성산3리회관,경상북도 성주군 성주읍 성산리,054-930-5552,30
성주고등학교,경상북도 성주군 성주읍 금산리,054-933-2624,2147
성주중학교,경상북도 성주군 성주읍 예산리,054-933-2347,1531
손불면사무소,전라남도 함평군 손불면 대전리,061-320-3665,
손불중학교,전라남도 함평군 손불면 대전리,061-322-4565,200
궁산교회,전라남도 함평군 손불면 궁산리,061-322-9515,50
신흥경로당,전라남도 함평군 손불면 궁산리,061-322-8811,30
화정초등학교,경상남도 진주시 대곡면 월암리,055-573-0554,450
경남 과학고등학교,경상남도 진주시 진성면 가진리,055-759-4002,500
집현면사무소,경상남도 진주시 집현면,055-749-3821,100
금곡 중학교,경상남도 진주시 금곡면 동례리,055-758-0553,500
금곡 초등학교,경상남도 진주시 금곡면 두문리,055-758-8032,500
반성 중학교,경상남도 진주시 사봉면 무촌리,055-754-6053,500
진주 외국어 고등학교,경상남도 진주시 일반성면 개암리,055-761-7564,500
반성초등학교,경상남도 진주시 일반성면,055-756-0007,250
반성 초등학교,경상남도 진주시 일반성면 개암리,055-754-6009,500
금곡초등학교,경기도 수원시 권선구 금곡동,031-291-4094,200
전북축산고등학교(신),전라북도 남원시 운봉읍 준향리,063-634-2031,841
운봉초등학교(신),전라북도 남원시 운봉읍 서천리,063-634-0150,1414
운봉중학교(신),전라북도 남원시 운봉읍 동천리,063-634-0022,1044
인월고등학교(신),전라북도 남원시 인월면 서무리,063-636-5762,741
인월초등학교(신),전라북도 남원시 인월면 서무리,063-636-2004,785
용산마을회관,전라북도 남원시 운봉읍 용산리,,100
가장마을회관,전라북도 남원시 운봉읍 덕산리,,50
산덕마을회관,전라북도 남원시 운봉읍 산덕리,,50
목도초등학교,충청북도 괴산군 불정면 목도리,043-832-0237,
녹양초등학교,경기도 의정부시 녹양동,031-829-5492,189
버들개초등학교,경기도 의정부시 녹양동,031-878-3421,206
양주1동주민센터,경기도 양주시 남방동,031-8082-7706,
유양초등학교,경기도 양주시,031-840-0074,255
양주시,경기도 양주시 남방동,031-8082-6780,
녹양중학교,경기도 의정부시 녹양동,031-829-9743,179
적서초교,경기도 파주시 적성면 식현리,031-959-4115,200
적성종합고교,경기도 파주시 적성면 마지리,031-959-3736,150
마지초교,경기도 파주시 적성면 마지리,031-959-4102,400
미타사,경기도 파주시 파평면 늘노리,031-958-1653,30
봉영사,경기도 파주시 파평면 늘노리,031-958-3410,30
천동마을회관,경상남도 거창군 남하면 지산리,055-945-0835,34
거창소방서,경상남도 거창군 거창읍 대평리,055-940-9282,
안금마을회관,경상남도 거창군 가조면 동례리,055-943-0518,28
학산마을회관,경상남도 거창군 가조면 기리,055-945-1610,20
외기마을회관,경상남도 거창군 가조면 기리,055-943-3526,41
부산마을회관,경상남도 거창군 가조면 일부리,055-942-3539,28
중마2구마을회관,경상남도 거창군 가조면 마상리,055-942-4575,33
창촌마을회관,경상남도 거창군 가조면 사병리,055-941-0822,27
가북초등학교,경상남도 거창군 가북면 우혜리,055-942-2730,312
청산초등학교,충청북도 옥천군 청산면 지전리,043-732-8117,261
사봉면사무소,경상남도 진주시 사봉면 부계리,055-749-3701,200
안내초등학교,충청북도 옥천군 안내면 현리,043-732-0162,300
심원중학교,전라북도 고창군 심원면 월산리,063-562-7264,610
한천초등학교,충청북도 진천군 덕산면 용몽리,043-536-4280,200
덕산 중학교,충청북도 진천군 덕산면 용몽리,043-536-3211,200
성암초등학교,충청북도 진천군 진천읍,043-533-5660,300
문백,충청북도 진천군 문백면 봉죽리,043-532-7558,300
성암초등학교,충청북도 진천군 진천읍 상계리,043-533-5660,540
성암초등학교,충청북도 진천군 진천읍 상계리,043-533-5660,
성암초등학교,충청북도 진천군 진천읍 상계리,043-533-5660,
문백초등학교,충청북도 진천군 진천읍 금암리,043-539-8553,768
문백면사무소,충청북도 진천군 문백면 옥성리,043-539-8553,200
문백초등학교,충청북도 진천군 문백면 봉죽리,043-532-7590,200
문백면사무소,충청북도 진천군 문백면 도하리,043-532-7590,280
문백초등학교,충청북도 진천군 문백면 옥성리,043-532-7590,263
진천군청,충청북도 진천군 진천읍 읍내리,043-539-3740,
문백면사무소,충청북도 진천군 문백면 옥성리,043-532-7590,200
문백초등학교,충청북도 진천군 문백면 봉죽리,,200
이월중학교,충청북도 진천군 이월면 장양리,043-536-7780,909
진천군청,충청북도 진천군 진천읍 읍내리,043-539-3740,
이월중학교,충청북도 진천군 이월면 송림리,043-536-7780,300
이월중학교,충청북도 진천군 이월면 송림리,043-536-7780,300
이월초교,충청북도 진천군 이월면 장양리,043-537-7088,458
진천중학교,충청북도 진천군 진천읍 읍내리,043-533-2320,500
이월초등학교,충청북도 진천군 이월면 장양리,043-537-7088,458
진천중학교,충청북도 진천군 진천읍,043-533-2320,500
영원초등하교,전라북도 정읍시 영원면 운학리,063-536-7011,200
영원초등학교,전라북도 정읍시 영원면 운학리,063-536-7011,200
정읍시청,전라북도 정읍시 수성동,063-539-5965,
서신초교,전라북도 정읍시 상평동,063-535-3509,30
정읍공설운동장,전라북도 정읍시 상평동,063-539-5257,1000
상교동주민센터,전라북도 정읍시 상평동,063-530-7625,30
입암중교,전라북도 정읍시 입암면 단곡리,063-534-2075,300
신마석마을회관,전라북도 정읍시 입암면 마석리,063-534-0049,30
원하부마을회관,전라북도 정읍시 입암면 하부리,063-534-5722,30
양지마을회관,전라북도 정읍시 입암면 단곡리,063-534-0508,30
공음초등학교,전라북도 고창군 공음면 칠암리,063-562-7006,200
중원대학교,충청북도 괴산군 괴산읍 동부리,043-830-8114,900
괴산동인초등학교,충청북도 괴산군 괴산읍 서부리,043-834-0567,360
고마1리마을회관,충청북도 괴산군 소수면 고마리,,30
용문사,충청북도 괴산군 괴산읍 신항리,043-834-0329,30
소수초등학교,충청북도 괴산군 소수면 수리,043-832-9971,180
건지마을회관(신),전라북도 남원시 인월면 건지리,063-636-8176,50
인월초등학교,전라북도 남원시 인월면 서무리,063-636-2004,300
아영초등학교,전라북도 남원시 아영면 청계리,063-626-7464,300
인월중고등학교,전라북도 남원시 인월면 서무리,063-636-5761,600
아영중학교,전라북도 남원시 아영면 청계리,063-626-9771,300
전북축산고교,전라북도 남원시 운봉읍 동천리,063-634-2031,300
운봉초교,전라북도 남원시 운봉읍 서천리,063-634-0150,300
운봉중교,전라북도 남원시 운봉읍 동천리,063-634-0022,300
인월중고교,전라북도 남원시 인월면 서무리,063-636-5762,600
인월초교,전라북도 남원시 인월면 서무리,063-636-2004,300
남원시청,전라북도 남원시 도통동,063-634-4949,
봉황초등학교(23년),전라남도 나주시 봉황면 죽석리,061-331-4406,400
봉황중학교(23년),전라남도 나주시 봉황면 죽석리,061-337-4511,400
봉황중학교(송현),전라남도 나주시 봉황면 죽석리,061-337-4511,400
봉황초등학교(송현),전라남도 나주시 봉황면 죽석리,061-337-4405,400
대동면사무소,전라남도 함평군 대동면 향교리,061-320-3695,
함평초등학교,전라남도 함평군 함평읍 내교리,061-322-2613,1000
학다리초등학교,전라남도 함평군 학교면 학교리,061-322-6005,140
엄다초등학교,전라남도 함평군 엄다면,061-322-7005,120
학다리중학교,전라남도 함평군 학교면 사거리,061-322-7901,120
영창초등학교,전라남도 함평군 학교면 사거리,061-322-0142,120
함평고등학교,전라남도 함평군 함평읍 진양리,061-323-6012,400
함평영화학교,전라남도 함평군 함평읍 진양리,061-323-2387,280
향교초등학교,전라남도 함평군 대동면 향교리,061-322-2247,140
기산초등학교,전라남도 함평군 함평읍 기각리,061-322-2568,120
화운사,전라남도 함평군 대동면,061-322-1498,50
대동향교초등학교,전라남도 함평군 대동면 향교리,061-322-2247,500
고양촌마을회관,전라남도 함평군 함평읍 대덕리,061-324-3808,30
진양1구마을회관,전라남도 함평군 함평읍 진양리,061-324-4427,30
금성마을회관,전라남도 함평군 대동면 용성리,061-322-1525,30
흥산1리새마을회관,경상북도 성주군 대가면 흥산리,,30
성주생활문화센터,경상북도 성주군 금수면 광산리,054-931-5346,382
성주제일병원,경상북도 성주군 성주읍,054-933-0712,
성주군청,경상북도 성주군 성주읍,054-930-6374,
성주소방서,경상북도 성주군 성주읍 삼산리,054-933-5119,182
성산3리회관,경상북도 성주군 성주읍 성산리,054-930-5552,30
성주고등학교,경상북도 성주군 성주읍 금산리,054-933-2624,2147
옥성2리성촌마을회관,경상북도 성주군 대가면 옥성리,,30
용성1리마을회관,경상북도 성주군 초전면 용성리,,30
매수2리회관,경상북도 성주군 벽진면 매수리,054-932-5427,30
벽진중학교,경상북도 성주군 벽진면 수촌리,054-932-7177,464
고산정마을회관,경상북도 성주군 초전면 고산리,,30
성주별고을교육원,경상북도 성주군 성주읍,054-931-9501,200
신광중학교,전라남도 함평군 신광면 월암리,061-322-5028,100
신광면보건지소,전라남도 함평군 신광면 월암리,061-322-5492,
함평연합의원,전라남도 함평군 함평읍 기각리,061-323-1119,
전라남도,전라남도 무안군 삼향읍 남악리,061-286-3722,
부안면사무소,전라북도 고창군 부안면 중흥리,063-560-8512,
상하중학교,전라북도 고창군 상하면,063-564-6260,423
상하초등학교,전라북도 고창군 상하면,063-561-0016,673
상하치즈공장,전라북도 고창군 상하면 자룡리,063-560-4500,300
성내중학교,전라북도 고창군 성내면,063-562-3157,200
군서초등학교,충청북도 옥천군 군서면 동평리,043-733-5607,300
새마을복지회관,충청북도 옥천군 군서면 은행리,,46
군서초등학교,충청북도 옥천군 군서면,043-733-5607,0
은봉초등학교,경기도 양주시 백석읍 복지리,031-826-8452,2438
KT의정부지사,경기도 의정부시 의정부동,031-826-3059,
백석읍사무소,경기도 양주시 백석읍,031-8082-7508,
양주시자원봉사센터,경기도 양주시,031-8082-4124,
양주시 재난안전상황실,경기도 양주시,031-8082-4119,
25사단(양주),경기도 양주시,031-867-0108,
한국전력공사 경기북부지역본부,경기도 의정부시 용현동,031-849-1299,
양주수도관리단,경기도 양주시 덕정동,031-870-0901,
72사단(양주),경기도 양주시,031-826-4666,
65사단(양주),경기도 양주시,031-866-9120,
26사단(양주),경기도 양주시,031-879-6963,
동두천양주 교육지원청,경기도 동두천시,031-860-4356,
한강홍수통제소,서울특별시 서초구 반포동,02-590-9931,
양주소방서,경기도 양주시,031-849-8412,
양주보건소,경기도 양주시 남방동,031-8082-7116,
백석초등학교,경기도 양주시 백석읍,031-879-4801,1885
백석중학교,경기도 양주시 백석읍,031-855-1201,2687
양주시청,경기도 양주시 남방동,031-820-2119,
한국열관리시공협회,경기도 양주시,031-874-0591,
옥천읍사무소,충청북도 옥천군 옥천읍 문정리,043-730-6611,
